,id,forum,license,signatures,readers,writers,content,number,odate,invitations,domain,tcdate,cdate,tmdate,mdate,pdate,version
635,EGQSpkUDdD,EGQSpkUDdD,,['TMLR/Paper1159/Authors'],['everyone'],['TMLR'],"{'title': {'value': 'AP: Selective Activation for De-sparsifying Pruned Networks'}, 'abstract': {'value': 'The rectified linear unit (ReLU) is a highly successful activation function in neural networks as it allows networks to easily obtain sparse representations, which reduces overfitting in overparameterized networks. However, in the context of network pruning, we find that the sparsity introduced by ReLU, which we quantify by a term called dynamic dead neuron rate (DNR), is not beneficial for the pruned network. Interestingly, the more the network is pruned, the smaller the dynamic DNR becomes during and after optimization. This motivates us to propose a method to explicitly reduce the dynamic DNR for the pruned network, i.e., de-sparsify the network. We refer to our method as Activate-while-Pruning (AP). We note that AP does not function as a stand-alone method, as it does not evaluate the importance of weights. Instead, it works in tandem with existing pruning methods and aims to improve their performance by selective activation of nodes to reduce the dynamic DNR. We conduct extensive experiments using various popular networks (e.g., ResNet, VGG, DenseNet, MobileNet) via two classical and three state-of-the-art pruning methods. The experimental results on public datasets (e.g., CIFAR-10, CIFAR-100) suggest that AP works well with existing pruning methods and improves the performance by 3% - 4%. For larger scale datasets (e.g., ImageNet) and state-of-the-art networks (e.g., vision transformer), we observe an improvement of 2% - 3% with AP as opposed to without. Lastly, we conduct an ablation study to examine the effectiveness of the components comprising AP.'}, 'authors': {'value': ['Shiyu Liu', 'Rohan Ghosh', 'Mehul Motani']}, 'authorids': {'value': ['~Shiyu_Liu1', '~Rohan_Ghosh1', '~Mehul_Motani1']}, 'pdf': {'value': '/pdf/350d5bf848d089efafad7eb095093157d653eeef.pdf'}, 'submission_length': {'value': 'Long submission (more than 12 pages of main content)'}, 'supplementary_material': {'value': '/attachment/0e33a6875749ca37bb58e4cabba8e57c9d3bd851.pdf'}, 'changes_since_last_submission': {'value': 'N/A'}, 'venue': {'value': 'Accepted by TMLR'}, 'venueid': {'value': 'TMLR'}, '_bibtex': {'value': '@article{\nliu2023ap,\ntitle={{AP}: Selective Activation for De-sparsifying Pruned Networks},\nauthor={Shiyu Liu and Rohan Ghosh and Mehul Motani},\njournal={Transactions on Machine Learning Research},\nissn={2835-8856},\nyear={2023},\nurl={https://openreview.net/forum?id=EGQSpkUDdD},\nnote={Featured Certification}\n}'}, 'assigned_action_editor': {'value': '~Vincent_Dumoulin1'}, 'code': {'value': 'https://github.com/Martin1937/Activate-While-Pruning'}, 'certifications': {'value': ['Featured Certification']}, 'license': {'value': 'Creative Commons Attribution 4.0 International (CC BY 4.0)'}, 'paperhash': {'value': 'liu|ap_selective_activation_for_desparsifying_pruned_networks'}}",1159,1684170999686,"['TMLR/-/Submission', 'TMLR/-/Under_Review', 'TMLR/Paper1159/-/Revision', 'TMLR/-/Edit', 'TMLR/Paper1159/-/Camera_Ready_Revision', 'TMLR/-/Accepted']",TMLR,1683942354706,1683942354706,1694528102443,1694528102443,1694528102401,2
636,a7nvXxNmdV,a7nvXxNmdV,,['TMLR/Paper1158/Authors'],['everyone'],['TMLR'],"{'title': {'value': 'Improved baselines for vision-language pre-training'}, 'abstract': {'value': 'Contrastive learning has emerged as an efficient framework to learn multimodal representations. CLIP, a seminal work in this area, achieved impressive results by training on paired image-text data  using the contrastive loss. Recent work claims  improvements over CLIP using additional  non-contrastive losses inspired from self-supervised learning. \nHowever, it is sometimes hard to disentangle the contribution of these additional losses from other implementation details, \\eg, data augmentation or regularization techniques, used to train the model. To shed light on this matter, in this paper, we first propose, implement and evaluate several baselines obtained by combining contrastive learning with recent advances in self-supervised learning. \nIn particular, we use the loss functions that were proven successful for visual self-supervised learning to align image and text modalities. We find that these baselines outperform a basic implementation of CLIP. However, when a stronger training recipe is employed, the advantage disappears. Indeed, we find that a simple CLIP baseline can also be improved substantially, up to a 25\\% relative improvement on downstream zero-shot tasks, by using well-known training techniques that are popular in other subfields. Moreover, we discover that it is enough to apply image and text augmentations to make up for most of the improvement attained by prior works. With our improved training recipe for CLIP, we obtain state-of-the-art performance on four standard datasets, and consistently outperform prior work (up to +4\\% on the largest dataset), while being substantially simpler.'}, 'authors': {'value': ['Enrico Fini', 'Pietro Astolfi', 'Adriana Romero-Soriano', 'Jakob Verbeek', 'Michal Drozdzal']}, 'authorids': {'value': ['~Enrico_Fini1', '~Pietro_Astolfi1', '~Adriana_Romero-Soriano1', '~Jakob_Verbeek1', '~Michal_Drozdzal1']}, 'pdf': {'value': '/pdf/867b1867c6e7a8f996932eab6cd99314af60e3b6.pdf'}, 'submission_length': {'value': 'Long submission (more than 12 pages of main content)'}, 'venue': {'value': 'Accepted by TMLR'}, 'venueid': {'value': 'TMLR'}, '_bibtex': {'value': '@article{\nfini2023improved,\ntitle={Improved baselines for vision-language pre-training},\nauthor={Enrico Fini and Pietro Astolfi and Adriana Romero-Soriano and Jakob Verbeek and Michal Drozdzal},\njournal={Transactions on Machine Learning Research},\nissn={2835-8856},\nyear={2023},\nurl={https://openreview.net/forum?id=a7nvXxNmdV},\nnote={Featured Certification}\n}'}, 'assigned_action_editor': {'value': '~Hanwang_Zhang3'}, 'changes_since_last_submission': {'value': '- Added one experiment on a larger dataset, PMD46M (see Table 3)\n- Added one experiment using a larger vision backbone, ViT-L/16 (see Figure 4 + part of Table 4)\n- Added an ablation of the $\\alpha$ and $\\beta$ hyper-parameters, see supplementary (Table 6)\n- Fixed typos'}, 'code': {'value': 'https://github.com/facebookresearch/clip-rocket'}, 'certifications': {'value': ['Featured Certification']}, 'license': {'value': 'Creative Commons Attribution 4.0 International (CC BY 4.0)'}, 'event_certifications': {'value': ['iclr.cc/ICLR/2024/Journal_Track']}, 'paperhash': {'value': 'fini|improved_baselines_for_visionlanguage_pretraining'}}",1158,1685064649325,"['TMLR/-/Submission', 'TMLR/-/Under_Review', 'TMLR/-/Edit', 'TMLR/Paper1158/-/Camera_Ready_Revision', 'TMLR/-/Accepted', 'TMLR/-/Event_Certification']",TMLR,1683925192614,1683925192614,1712071973358,1712071973358,1696555107074,2
637,3Ba6Hd3nZt,3Ba6Hd3nZt,,['TMLR/Paper1157/Authors'],['everyone'],['TMLR'],"{'title': {'value': 'Policy Gradient Algorithms Implicitly Optimize by Continuation'}, 'abstract': {'value': 'Direct policy optimization in reinforcement learning is usually solved with policy-gradient algorithms, which optimize policy parameters via stochastic gradient ascent. This paper provides a new theoretical interpretation and justification of these algorithms. First, we formulate direct policy optimization in the optimization by continuation framework. The latter is a framework for optimizing nonconvex functions where a sequence of surrogate objective functions, called continuations, are locally optimized. Second, we show that optimizing affine Gaussian policies and performing entropy regularization can be interpreted as implicitly optimizing deterministic policies by continuation. Based on these theoretical results, we argue that exploration in policy-gradient algorithms consists in computing a continuation of the return of the policy at hand, and that the variance of policies should be history-dependent functions adapted to avoid local extrema rather than to maximize the return of the policy.'}, 'authors': {'value': ['Adrien Bolland', 'Gilles Louppe', 'Damien Ernst']}, 'authorids': {'value': ['~Adrien_Bolland1', '~Gilles_Louppe1', '~Damien_Ernst1']}, 'pdf': {'value': '/pdf/fcf76fb8350748f0953d0cb29b8ba96a4c8b0df2.pdf'}, 'submission_length': {'value': 'Regular submission (no more than 12 pages of main content)'}, 'supplementary_material': {'value': ''}, 'venue': {'value': 'Accepted by TMLR'}, 'venueid': {'value': 'TMLR'}, '_bibtex': {'value': '@article{\nbolland2023policy,\ntitle={Policy Gradient Algorithms Implicitly Optimize by Continuation},\nauthor={Adrien Bolland and Gilles Louppe and Damien Ernst},\njournal={Transactions on Machine Learning Research},\nissn={2835-8856},\nyear={2023},\nurl={https://openreview.net/forum?id=3Ba6Hd3nZt},\nnote={}\n}'}, 'assigned_action_editor': {'value': '~Martha_White1'}, 'license': {'value': 'Creative Commons Attribution 4.0 International (CC BY 4.0)'}, 'paperhash': {'value': 'bolland|policy_gradient_algorithms_implicitly_optimize_by_continuation'}}",1157,1685466889665,"['TMLR/-/Submission', 'TMLR/-/Under_Review', 'TMLR/Paper1157/-/Revision', 'TMLR/-/Edit', 'TMLR/Paper1157/-/Camera_Ready_Revision', 'TMLR/-/Accepted']",TMLR,1683903493005,1683903493005,1697854853595,1697854853595,1697854853564,2
638,moVEUgJaHO,moVEUgJaHO,,['TMLR/Paper1156/Authors'],['everyone'],['TMLR'],"{'title': {'value': 'GPS++: Reviving the Art of Message Passing for Molecular Property Prediction'}, 'abstract': {'value': 'We present GPS++, a hybrid Message Passing Neural Network / Graph Transformer model for molecular property prediction. Our model integrates a well-tuned local message passing component and biased global attention with other key ideas from prior literature to achieve state-of-the-art results on large-scale molecular dataset PCQM4Mv2. Through a thorough ablation study we highlight the impact of individual components and find that nearly all of the model’s performance can be maintained without any use of global self-attention, showing that message passing is still a competitive approach for 3D molecular property prediction despite the recent dominance of graph transformers. We also find that our approach is significantly more accurate than prior art when 3D positional information is not available.'}, 'authors': {'value': ['Dominic Masters', 'Josef Dean', 'Kerstin Klaeser', 'Zhiyi Li', 'Samuel Maddrell-Mander', 'Adam Sanders', 'Hatem Helal', 'Deniz Beker', 'Andrew W Fitzgibbon', 'Shenyang Huang', 'Ladislav Rampášek', 'Dominique Beaini']}, 'authorids': {'value': ['~Dominic_Masters1', '~Josef_Dean1', '~Kerstin_Klaeser1', '~Zhiyi_Li1', '~Samuel_Maddrell-Mander1', '~Adam_Sanders1', '~Hatem_Helal1', '~Deniz_Beker1', '~Andrew_W_Fitzgibbon1', '~Shenyang_Huang1', '~Ladislav_Rampášek1', '~Dominique_Beaini1']}, 'pdf': {'value': '/pdf/a03baca4036ccc83d40ce0cae757268a47deaf4b.pdf'}, 'submission_length': {'value': 'Regular submission (no more than 12 pages of main content)'}, 'supplementary_material': {'value': '/attachment/0c81e587d9f2b34e5caa3d12509a945f3a1ea5f6.pdf'}, 'venue': {'value': 'Accepted by TMLR'}, 'venueid': {'value': 'TMLR'}, '_bibtex': {'value': ""@article{\nmasters2023gps,\ntitle={{GPS}++: Reviving the Art of Message Passing for Molecular Property Prediction},\nauthor={Dominic Masters and Josef Dean and Kerstin Klaeser and Zhiyi Li and Samuel Maddrell-Mander and Adam Sanders and Hatem Helal and Deniz Beker and Andrew W Fitzgibbon and Shenyang Huang and Ladislav Ramp{\\'a}{\\v{s}}ek and Dominique Beaini},\njournal={Transactions on Machine Learning Research},\nissn={2835-8856},\nyear={2023},\nurl={https://openreview.net/forum?id=moVEUgJaHO},\nnote={}\n}""}, 'assigned_action_editor': {'value': '~Ole_Winther1'}, 'code': {'value': 'https://github.com/graphcore/ogb-lsc-pcqm4mv2'}, 'license': {'value': 'Creative Commons Attribution 4.0 International (CC BY 4.0)'}, 'paperhash': {'value': 'masters|gps_reviving_the_art_of_message_passing_for_molecular_property_prediction'}}",1156,1685004666636,"['TMLR/-/Submission', 'TMLR/-/Under_Review', 'TMLR/Paper1156/-/Revision', 'TMLR/-/Edit', 'TMLR/Paper1156/-/Camera_Ready_Revision', 'TMLR/-/Accepted']",TMLR,1683902402199,1683902402199,1719496698375,1719496698375,1690712303487,2
639,qHZs2p4ZD4,qHZs2p4ZD4,,['TMLR/Paper1155/Authors'],['everyone'],['TMLR'],"{'title': {'value': 'V1T: large-scale mouse V1 response prediction using a Vision Transformer'}, 'abstract': {'value': 'Accurate predictive models of the visual cortex neural response to natural visual stimuli remain a challenge in computational neuroscience. In this work, we introduce $V{\\small 1}T$, a novel Vision Transformer based architecture that learns a shared visual and behavioral representation across animals. We evaluate our model on two large datasets recorded from mouse primary visual cortex and outperform previous convolution-based models by more than 12.7% in prediction performance. Moreover, we show that the self-attention weights learned by the Transformer correlate with the population receptive fields. Our model thus sets a new benchmark for neural response prediction and can be used jointly with behavioral and neural recordings to reveal meaningful characteristic features of the visual cortex.'}, 'authors': {'value': ['Bryan M. Li', 'Isabel Maria Cornacchia', 'Nathalie Rochefort', 'Arno Onken']}, 'authorids': {'value': ['~Bryan_M._Li1', '~Isabel_Maria_Cornacchia1', '~Nathalie_Rochefort1', '~Arno_Onken1']}, 'pdf': {'value': '/pdf/75400e7b1ae6a3f91c7b5451beec941df01a196b.pdf'}, 'submission_length': {'value': 'Regular submission (no more than 12 pages of main content)'}, 'supplementary_material': {'value': '/attachment/e4f812a05a917d4b5f29f1945ca7ede8b7eeb1f6.zip'}, 'changes_since_last_submission': {'value': 'N/A'}, 'venue': {'value': 'Accepted by TMLR'}, 'venueid': {'value': 'TMLR'}, '_bibtex': {'value': '@article{\nli2023vt,\ntitle={V1T: large-scale mouse V1 response prediction using a Vision Transformer},\nauthor={Bryan M. Li and Isabel Maria Cornacchia and Nathalie Rochefort and Arno Onken},\njournal={Transactions on Machine Learning Research},\nissn={2835-8856},\nyear={2023},\nurl={https://openreview.net/forum?id=qHZs2p4ZD4},\nnote={}\n}'}, 'assigned_action_editor': {'value': '~Simon_Kornblith1'}, 'code': {'value': 'https://github.com/bryanlimy/V1T'}, 'license': {'value': 'Creative Commons Attribution 4.0 International (CC BY 4.0)'}, 'paperhash': {'value': 'li|v1t_largescale_mouse_v1_response_prediction_using_a_vision_transformer'}}",1155,1685414863489,"['TMLR/-/Submission', 'TMLR/-/Under_Review', 'TMLR/Paper1155/-/Revision', 'TMLR/-/Edit', 'TMLR/Paper1155/-/Camera_Ready_Revision', 'TMLR/-/Accepted']",TMLR,1683899746857,1683899746857,1692291101003,1692291101003,1692291100965,2
640,0f8tU3QwWD,0f8tU3QwWD,,['TMLR/Paper1154/Authors'],['everyone'],['TMLR'],"{'title': {'value': 'FairGrad: Fairness Aware Gradient Descent'}, 'abstract': {'value': 'We address the problem of group fairness in classification, where the objective is to learn models that do not unjustly discriminate against subgroups of the population. Most existing approaches are limited to simple binary tasks or involve difficult to implement training mechanisms which reduces their practical applicability. In this paper, we propose FairGrad, a method to enforce fairness based on a re-weighting scheme that iteratively learns group specific weights based on whether they are advantaged or not. FairGrad is easy to implement, accommodates various standard fairness definitions, and comes with minimal overhead. Furthermore, we show that it is competitive with standard baselines over various datasets including ones used in natural language processing and computer vision.\n\nFairGrad is available as a PyPI package at - https://pypi.org/project/fairgrad'}, 'authors': {'value': ['Gaurav Maheshwari', 'Michaël Perrot']}, 'authorids': {'value': ['~Gaurav_Maheshwari1', '~Michaël_Perrot2']}, 'pdf': {'value': '/pdf/c22452ff1ccf47d4751c8f263c2db735f80aaa14.pdf'}, 'submission_length': {'value': 'Long submission (more than 12 pages of main content)'}, 'supplementary_material': {'value': '/attachment/dcd854beb077ba2634688fb25ad2778f2f4bf981.zip'}, 'venue': {'value': 'Accepted by TMLR'}, 'venueid': {'value': 'TMLR'}, '_bibtex': {'value': '@article{\nmaheshwari2023fairgrad,\ntitle={FairGrad: Fairness Aware Gradient Descent},\nauthor={Gaurav Maheshwari and Micha{\\""e}l Perrot},\njournal={Transactions on Machine Learning Research},\nissn={2835-8856},\nyear={2023},\nurl={https://openreview.net/forum?id=0f8tU3QwWD},\nnote={}\n}'}, 'assigned_action_editor': {'value': '~Novi_Quadrianto1'}, 'changes_since_last_submission': {'value': 'Changes from the version after the first set of reviews:\n- Deanonymized the paper and formatted it as per the guidelines of TMLR.\n- Abstract - Added PyPI URL of the Python package corresponding to FairGrad.\n- Figure 1- Updated Figure 1 with the link to the package.\n- Section 5 - Added acknowledgment at the end of the paper.'}, 'code': {'value': 'https://pypi.org/project/fairgrad'}, 'license': {'value': 'Creative Commons Attribution 4.0 International (CC BY 4.0)'}, 'paperhash': {'value': 'maheshwari|fairgrad_fairness_aware_gradient_descent'}}",1154,1684994007787,"['TMLR/-/Submission', 'TMLR/-/Under_Review', 'TMLR/Paper1154/-/Revision', 'TMLR/-/Edit', 'TMLR/Paper1154/-/Camera_Ready_Revision', 'TMLR/-/Accepted']",TMLR,1683899685053,1683899685053,1692343383064,1692343383064,1692343383016,2
641,65AzNvY73Q,65AzNvY73Q,,['TMLR/Paper1153/Authors'],['everyone'],['TMLR'],"{'title': {'value': 'Minorization-Maximization for Learning Determinantal Point Processes'}, 'abstract': {'value': 'A determinantal point process (DPP) is a powerful probabilistic model that generates diverse random subsets from a ground set. Since a DPP is characterized by a positive definite kernel, a DPP on a finite ground set can be parameterized by a kernel matrix. Recently, DPPs have gained attention in the machine learning community and have been applied to various practical problems; however, there is still room for further research on the learning of DPPs. In this paper, we propose a simple learning rule for full-rank DPPs based on a minorization-maximization (MM) algorithm, which monotonically increases the likelihood in each iteration. We show that our minorizer of the MM algorithm provides a tighter lower-bound compared to an existing method locally. We also generalize the algorithm for further acceleration. In our experiments on both synthetic and real-world datasets, our method outperforms existing methods in most settings. Our code is available at https://github.com/ISMHinoLab/DPPMMEstimation.'}, 'authors': {'value': ['Takahiro Kawashima', 'Hideitsu Hino']}, 'authorids': {'value': ['~Takahiro_Kawashima1', '~Hideitsu_Hino2']}, 'pdf': {'value': '/pdf/20d7d123c027ce965f42ba9f3f1e466dbb2d4adb.pdf'}, 'submission_length': {'value': 'Regular submission (no more than 12 pages of main content)'}, 'supplementary_material': {'value': '/attachment/c0fbe98d41085a13bea694351ed1b21288d0bb4f.zip'}, 'venue': {'value': 'Accepted by TMLR'}, 'venueid': {'value': 'TMLR'}, '_bibtex': {'value': '@article{\nkawashima2023minorizationmaximization,\ntitle={Minorization-Maximization for Learning Determinantal Point Processes},\nauthor={Takahiro Kawashima and Hideitsu Hino},\njournal={Transactions on Machine Learning Research},\nissn={2835-8856},\nyear={2023},\nurl={https://openreview.net/forum?id=65AzNvY73Q},\nnote={}\n}'}, 'assigned_action_editor': {'value': '~Roman_Garnett1'}, 'code': {'value': 'https://github.com/ISMHinoLab/DPPMMEstimation'}, 'license': {'value': 'Creative Commons Attribution 4.0 International (CC BY 4.0)'}, 'paperhash': {'value': 'kawashima|minorizationmaximization_for_learning_determinantal_point_processes'}}",1153,1685044582913,"['TMLR/-/Submission', 'TMLR/-/Under_Review', 'TMLR/Paper1153/-/Revision', 'TMLR/-/Edit', 'TMLR/Paper1153/-/Camera_Ready_Revision', 'TMLR/-/Accepted']",TMLR,1683894730686,1683894730686,1699295919074,1699295919074,1699295919039,2
642,WYKTCKpImz,WYKTCKpImz,,['TMLR/Paper1152/Authors'],['everyone'],['TMLR'],"{'title': {'value': 'Learned Thresholds Token Merging and Pruning for Vision Transformers'}, 'abstract': {'value': 'Vision transformers have demonstrated remarkable success in a wide range of computer vision tasks over the last years, however, their high computational costs remains a significant barrier to their practical deployment.\nIn particular, the complexity of transformer models is quadratic with respect to the number of input tokens. \nTherefore techniques that reduce the number of input tokens that need to be processed have been proposed. \nThis paper introduces Learned Thresholds token Merging and Pruning (LTMP), a novel approach that leverages the strengths of both token merging and token pruning.\nLTMP uses learned threshold masking modules that dynamically determine which tokens to merge and which to prune.\nWe demonstrate our approach with extensive experiments on vision transformers on the ImageNet classification task.\nOur results demonstrate that LTMP achieves state-of-the-art accuracy across reduction rates while requiring only a single fine-tuning epoch, which is an order of magnitude faster than previous methods.'}, 'authors': {'value': ['Maxim Bonnaerens', 'Joni Dambre']}, 'authorids': {'value': ['~Maxim_Bonnaerens1', '~Joni_Dambre2']}, 'pdf': {'value': '/pdf/3b97aeab322bd3ec637515d24233ffff90d6dbb6.pdf'}, 'submission_length': {'value': 'Regular submission (no more than 12 pages of main content)'}, 'venue': {'value': 'Accepted by TMLR'}, 'venueid': {'value': 'TMLR'}, '_bibtex': {'value': '@article{\nbonnaerens2023learned,\ntitle={Learned Thresholds Token Merging and Pruning for Vision Transformers},\nauthor={Maxim Bonnaerens and Joni Dambre},\njournal={Transactions on Machine Learning Research},\nissn={2835-8856},\nyear={2023},\nurl={https://openreview.net/forum?id=WYKTCKpImz},\nnote={}\n}'}, 'assigned_action_editor': {'value': '~Mathieu_Salzmann1'}, 'code': {'value': 'https://github.com/Mxbonn/ltmp'}, 'license': {'value': 'Creative Commons Attribution 4.0 International (CC BY 4.0)'}, 'paperhash': {'value': 'bonnaerens|learned_thresholds_token_merging_and_pruning_for_vision_transformers'}}",1152,1684129547758,"['TMLR/-/Submission', 'TMLR/-/Under_Review', 'TMLR/Paper1152/-/Revision', 'TMLR/-/Edit', 'TMLR/Paper1152/-/Camera_Ready_Revision', 'TMLR/-/Accepted']",TMLR,1683890697077,1683890697077,1692170265028,1692170265028,1692170264991,2
643,8koy8QuTZD,8koy8QuTZD,,['TMLR/Paper1151/Authors'],['everyone'],['TMLR'],"{'title': {'value': 'Momentum Tracking: Momentum Acceleration for Decentralized Deep Learning on Heterogeneous Data'}, 'abstract': {'value': 'SGD with momentum is one of the key components for improving the performance of neural networks. For decentralized learning, a straightforward approach using momentum is Distributed SGD (DSGD) with momentum (DSGDm). However, DSGDm performs worse than DSGD when the data distributions are statistically heterogeneous. Recently, several studies have addressed this issue and proposed methods with momentum that are more robust to data heterogeneity than DSGDm, although their convergence rates remain dependent on data heterogeneity and deteriorate when the data distributions are heterogeneous. In this study, we propose Momentum Tracking, which is a method with momentum whose convergence rate is proven to be independent of data heterogeneity. More specifically, we analyze the convergence rate of Momentum Tracking in the setting where the objective function is non-convex and the stochastic gradient is used. Then, we identify that it is independent of data heterogeneity for any momentum coefficient $\\beta \\in [0, 1)$. Through experiments, we demonstrate that Momentum Tracking is more robust to data heterogeneity than the existing decentralized learning methods with momentum and can consistently outperform these existing methods when the data distributions are heterogeneous.'}, 'authors': {'value': ['Yuki Takezawa', 'Han Bao', 'Kenta Niwa', 'Ryoma Sato', 'Makoto Yamada']}, 'authorids': {'value': ['~Yuki_Takezawa1', '~Han_Bao2', '~Kenta_Niwa1', '~Ryoma_Sato1', '~Makoto_Yamada3']}, 'pdf': {'value': '/pdf/79b37181b8719b54a98ae5644018661eb5566afd.pdf'}, 'submission_length': {'value': 'Regular submission (no more than 12 pages of main content)'}, 'supplementary_material': {'value': '/attachment/5d2bc272581f0f40d4bc995957adc61e379fed30.zip'}, 'venue': {'value': 'Accepted by TMLR'}, 'venueid': {'value': 'TMLR'}, '_bibtex': {'value': '@article{\ntakezawa2023momentum,\ntitle={Momentum Tracking: Momentum Acceleration for Decentralized Deep Learning on Heterogeneous Data},\nauthor={Yuki Takezawa and Han Bao and Kenta Niwa and Ryoma Sato and Makoto Yamada},\njournal={Transactions on Machine Learning Research},\nissn={2835-8856},\nyear={2023},\nurl={https://openreview.net/forum?id=8koy8QuTZD},\nnote={}\n}'}, 'assigned_action_editor': {'value': '~Peter_Richtarik1'}, 'changes_since_last_submission': {'value': 'We made the following changes in the camera-ready version.\n* We added pseudo-codes of QG-DSGDm and DecentLaM in Sec. A.\n* We added the discussion of Lu et. al. 2021 and Yuan el al., 2022 in Sec B.2.\n* We cited Zhao et. al. 2022.\n\n### Reference\nLu, Y. and De Sa, C. (2021). Optimal complexity in decentralized training. In ICML.\n\nYuan et al., (2022). Revisiting optimal convergence rate for smooth and non-convex stochastic decentralized optimization. In NeurIPS.\n\nZhao et. al., (2022), Beer: Fast o(1/T) rate for decentralized nonconvex optimization with communication compression. In NeurIPS.'}, 'code': {'value': 'https://github.com/yukiTakezawa/MomentumTracking'}, 'license': {'value': 'Creative Commons Attribution 4.0 International (CC BY 4.0)'}, 'paperhash': {'value': 'takezawa|momentum_tracking_momentum_acceleration_for_decentralized_deep_learning_on_heterogeneous_data'}}",1151,1685111553734,"['TMLR/-/Submission', 'TMLR/-/Under_Review', 'TMLR/Paper1151/-/Revision', 'TMLR/-/Edit', 'TMLR/Paper1151/-/Camera_Ready_Revision', 'TMLR/-/Accepted']",TMLR,1683871378131,1683871378131,1695242147834,1695242147834,1695242147782,2
644,VgJhYu7FmQ,VgJhYu7FmQ,,['TMLR/Paper1149/Authors'],['everyone'],['TMLR'],"{'title': {'value': 'Cross-validation for Geospatial Data: Estimating Generalization Performance in Geostatistical Problems'}, 'abstract': {'value': 'Geostatistical learning problems are frequently characterized by spatial autocorrelation in the input features and/or the potential for covariate shift at test time. These realities violate the classical assumption of independent, identically distributed data, upon which most cross-validation algorithms rely in order to estimate the generalization performance of a model. In this paper, we present a theoretical criterion for unbiased cross-validation estimators in the geospatial setting. We also introduce a new cross-validation algorithm to evaluate models, inspired by the challenges of geospatial problems. We apply a framework for categorizing problems into different types of geospatial scenarios to help practitioners select an appropriate cross-validation strategy. Our empirical analyses compare cross-validation algorithms on both simulated and several real datasets to develop recommendations for a variety of geospatial settings. This paper aims to draw attention to some challenges that arise in model evaluation for geospatial problems and to provide guidance for users.'}, 'authors': {'value': ['Jing Wang', 'Laurel Hopkins', 'Tyler Hallman', 'W. Douglas Robinson', 'Rebecca Hutchinson']}, 'authorids': {'value': ['~Jing_Wang38', '~Laurel_Hopkins1', '~Tyler_Hallman1', '~W._Douglas_Robinson1', '~Rebecca_Hutchinson1']}, 'pdf': {'value': '/pdf/82740987c02ad9627530670e83c455cef065fcbd.pdf'}, 'submission_length': {'value': 'Long submission (more than 12 pages of main content)'}, 'venue': {'value': 'Accepted by TMLR'}, 'venueid': {'value': 'TMLR'}, '_bibtex': {'value': '@article{\nwang2023crossvalidation,\ntitle={Cross-validation for Geospatial Data: Estimating Generalization Performance in Geostatistical Problems},\nauthor={Jing Wang and Laurel Hopkins and Tyler Hallman and W. Douglas Robinson and Rebecca Hutchinson},\njournal={Transactions on Machine Learning Research},\nissn={2835-8856},\nyear={2023},\nurl={https://openreview.net/forum?id=VgJhYu7FmQ},\nnote={}\n}'}, 'assigned_action_editor': {'value': '~Mauricio_A_Álvarez1'}, 'changes_since_last_submission': {'value': 'We believe we have addressed all of the requested changes. While not a specifically requested change, there were comments about the length of the paper, which we agree is (still) long. If the reviewers deem it critical to cut length, we can move much of Section 7.1.1 to the supplemental material. \nHere is a list of the changes:\n- In the 1st revision (submitted on July 9th)\n1. In section 4 (page 6), we added more details about how to derive from Eqn. 3 to Eqn. 4.\n2. In section 5.2 (page 8), we created Table 2 summarizing the characteristics of all five cross-validation methods and their intended scenarios.\n3. In section 8 (page 22), we added more discussion about the p-value of the Cramer test in practice.\n4. In section 2 (page 4), we added more background about RuLSIF.\n5. In section 8 (page 22), we tied the recommendations more clearly to the scenarios.\n6. In section 7 (page 9), we added how to quantify the ground truth test errors for real datasets.\n7. In section 1 (page 2), we highlighted the bird SDM use case.\n8. We restated the acronyms of various cross-validation methods throughout, like in sec 5.2, sec 7.1.2, sec 8.\n\n- In the 2nd revision (submitted on July 13th)\n9. In section 4 (page 6), we elaborated on both LHS and RHS derivations, and emphasized that $T_j$ is outside $T$ .\n\n- In the CRV version (submitted on Sep. 18th)\n10. added a link to the GitHub repository which hosts code and data of this paper\n11. moved a few figures and tables to convenient places for easy reference\n12. fixed typos and grammar mistakes\n13. added acknowledgements\n14. deanonymized authors'}, 'supplementary_material': {'value': ''}, 'code': {'value': 'https://github.com/Hutchinson-Lab/Cross-validation-for-Geospatial-Data'}, 'license': {'value': 'Creative Commons Attribution 4.0 International (CC BY 4.0)'}, 'paperhash': {'value': 'wang|crossvalidation_for_geospatial_data_estimating_generalization_performance_in_geostatistical_problems'}}",1149,1684139445812,"['TMLR/-/Submission', 'TMLR/-/Under_Review', 'TMLR/Paper1149/-/Revision', 'TMLR/-/Edit', 'TMLR/Paper1149/-/Camera_Ready_Revision', 'TMLR/-/Accepted']",TMLR,1683843821217,1683843821217,1696415927101,1696415927101,1696415927075,2
